countryA,countryB,troopsA,troopsB,modA,modB,winner,gdp_loss_A,gdp_loss_B
CAN,JPN,160018,151169,70.58,61.75,CAN,10726894051605.9,4999361909890.03
GER,BRA,33471,98096,95.59,61.37,BRA,3999162960284.39,6479959191391.17
JPN,RUS,123298,33426,58.21,98.37,JPN,10222342829949.72,2256160326657.87
IND,BRA,179810,133267,62.42,82.16,BRA,8039892331542.84,8124324033836.55
IND,GER,181792,120128,80.31,58.35,GER,20176928570620.52,3668339767189.52
USA,RUS,104673,53463,55.81,74.4,USA,6451993586472.6,2135683077094.71
BRA,RUS,34440,81249,94.59,59.23,RUS,4416192973680.81,4091635145806.67
RUS,FRA,21862,50079,52.36,80.3,FRA,1543339438161.65,5539700235600.01
GER,IND,111415,161476,87.77,67.07,IND,8726094542380.11,11543236341688.52
CHN,RUS,78273,134805,68.69,59.78,RUS,6333989948069.75,8367289935252.89
CHN,GBR,117848,81447,52.56,62.14,CHN,8960117549710.23,5669939136496.56
GER,JPN,31788,145026,92.15,83.75,JPN,3434089567092.3,12575828694866.32
FRA,GBR,166594,118123,82.02,70.4,FRA,13092807962019.44,6688153945710.4
RUS,FRA,80185,139247,50.44,75.66,FRA,3526880388893.11,14538184195740.52
JPN,RUS,193361,106411,63.38,91.07,JPN,7883532029176.85,9454108006487.04
CAN,BRA,140683,65331,67.6,82.77,CAN,14254293500972.61,6773735291862.17
FRA,GER,148896,197003,66.13,73.12,FRA,11400262493238.51,20340509060567.59
CAN,CHN,130824,28440,74.92,97.7,CAN,7611000204623.93,1399691347702.2
CAN,CHN,17799,68407,76.34,60.73,CHN,780548433698.44,4063215360290.8
FRA,CAN,95406,40898,69.84,64.45,FRA,8354785589756.79,2911612037420.7
USA,BRA,55147,187792,66.59,95.57,BRA,4976035509679.61,17990525488527.66
IND,CAN,133699,131332,75.22,92.66,CAN,9330758914542.08,17066542435097.68
CAN,FRA,18614,55428,51.68,56.5,FRA,1400729630241.26,4510001828402.31
FRA,GBR,35147,25427,82.26,96.5,FRA,2395297917971.59,1556317085051.74
FRA,USA,86637,163241,80.3,50.51,FRA,8738260619220.2,6616335696070.74
GBR,GER,116210,109751,63.96,91.12,GER,5671177248208.15,7639275008824.94
USA,GER,30914,55419,58.98,63.94,GER,1524061501097.95,3532045471445.29
BRA,RUS,73699,192137,53.65,59.43,BRA,4370598444752.7,10072977685417.51
GBR,RUS,19615,97490,79.37,72.44,RUS,835475151180.68,6067557110069.4
GBR,RUS,60785,89363,78.45,94.85,RUS,3389385861145.51,8763808790402.53
GER,RUS,98589,84501,76.67,89.29,RUS,5112101848924.03,7470554176552.53
IND,BRA,198883,108632,99.28,98.35,IND,16348854794327.64,10314389678543.58
FRA,CHN,89017,18985,76.58,77.05,FRA,8708059998396.55,897005184659.94
IND,CHN,56898,173713,86.09,75.53,IND,6894886214353.04,13635375374215.64
RUS,IND,137767,163969,55.65,50.65,RUS,3930235265668.34,4642331211033.49
GER,BRA,119418,186724,64.95,59.03,GER,5873189793763.35,12304836355137.6
BRA,RUS,65505,147045,63.77,74.88,RUS,2194763207511.81,12370036633743.32
IND,BRA,86031,76673,78.8,87.63,IND,9228055656279.38,5110201958260.67
CHN,CAN,101818,195381,66.54,91.13,CAN,4733945665852.23,11311805548701.65
CAN,IND,132952,112776,82.05,64.16,CAN,13862236526371.11,9394422367042.45
RUS,BRA,10146,66718,84.5,85.62,BRA,457246379257.36,7257171142239.18
USA,CAN,181347,111578,51.68,91.43,USA,8420399453315.67,14750986004331.86
BRA,JPN,157049,78809,81.99,68.74,BRA,11055752408487.22,5126487071588.12
RUS,JPN,182637,32627,55.84,84.78,RUS,8457826184534.3,2255852456034.13
CAN,JPN,175017,62621,73.26,71.86,CAN,13720926678565.81,3611895832824.51
GER,GBR,119822,107729,86.33,99.28,GER,9219782100993.64,7274980225677.66
CAN,GBR,12594,196156,85.17,50.33,GBR,968801808749.68,8389576552607.24
GBR,RUS,86610,25151,64.99,70.72,GBR,3879444658848.7,1116606647700.97
CAN,GBR,198727,85691,63.62,63.19,GBR,11561795423366.74,7428829096932.86
GBR,JPN,168503,167813,72.01,92.49,JPN,15059554128534.7,13144006409994.17
GER,GBR,132524,98484,59.43,64.36,GBR,6482918473340.81,6637724822473.03
JPN,IND,98197,179202,98.73,77.19,IND,13157586253461.07,7837555847693.96
GBR,JPN,168643,80172,67.25,87.01,GBR,7554291553234.94,5446435889271.57
USA,BRA,71797,107185,96.15,74.86,BRA,9296155866650.52,5805719972882.69
CAN,FRA,53937,119242,95.41,70.52,CAN,5742075989815.75,11662917234667.27
CAN,GBR,127618,47236,68.24,52.13,CAN,8045144257822.47,1674346135415.69
USA,FRA,70051,155056,62.7,51.15,FRA,2351024178890.1,10274292612930.39
CHN,RUS,87903,11042,88.54,97.87,CHN,4876632353814.69,845781042660.87
FRA,IND,86990,154135,61.47,82.16,FRA,4888703215782.4,9006227436646.35
JPN,BRA,85204,194990,76.06,91.26,BRA,8930095397185.68,9069558660792.28
BRA,JPN,78951,161562,55.53,74.02,JPN,6387480408365.37,9466391223690.05
GBR,USA,107309,182039,69.3,63.08,GBR,10631289435885.05,6548532963879.82
USA,RUS,135341,197544,53.91,64.73,RUS,5647651335096.05,11023568640155.74
GER,GBR,136822,112035,64.17,52.17,GBR,6642488198790.32,3231934361599.61
GBR,CAN,170111,118069,83.26,89.54,GBR,17556768761859.44,5965221943193.12
FRA,BRA,125694,82838,99.57,79.08,FRA,18028184966110.79,5597871267025.74
GER,GBR,166640,162948,62.74,74.04,GBR,6621669625883.3,11437339094363.12
RUS,USA,47459,125148,73.67,92.61,USA,3068136368768.34,9648129185190.44
CAN,FRA,148741,70650,72.4,72.24,FRA,14391954225283.3,2672893603376.06
RUS,JPN,94985,143374,59.21,97.4,JPN,5578776457744.69,9468985039238.58
GBR,BRA,176588,160089,80.5,50.66,GBR,19082957594397.78,11671271309591.2
FRA,CHN,164405,52311,86.24,99.23,FRA,8744013366620.12,5563224104623.72
JPN,GBR,98295,141433,57.36,90.79,JPN,7200268164218.22,17386913783791.4
GBR,IND,196683,48261,87.86,67.75,GBR,15372222105716.26,1802591722380.46
USA,CAN,57941,131834,85.01,79.77,CAN,5876333061868.58,5337712896209.91
IND,USA,119903,27171,59.87,93.23,IND,5693449588477.75,3246880007170.75
GBR,GER,48875,51226,82.45,74.08,GER,4802896152630.53,3356439439202.51
CAN,RUS,138975,39327,69.68,52.55,CAN,11641510282609.16,1796286306324.0
CAN,JPN,153770,80628,84.06,95.18,CAN,11882825345426.0,5665503177440.2
GBR,FRA,106500,92473,74.8,75.85,FRA,11704594031668.01,4633157020263.43
GER,FRA,71826,74223,52.41,77.26,FRA,1883928978150.09,7617774656003.89
IND,CAN,172480,85315,89.35,50.69,CAN,18095479499717.34,2427673399880.55
USA,CAN,134628,114755,77.78,55.0,USA,14751215947849.7,6301523916965.85
GBR,JPN,88845,73624,86.24,88.87,GBR,10400996691460.68,5629775171834.98
GER,CAN,110965,105650,56.3,71.75,CAN,6652066281751.45,5877758492757.56
CAN,IND,156205,155602,86.06,99.9,CAN,18763897368219.22,19598373027284.92
CAN,FRA,130853,150382,70.68,84.78,FRA,5622842640850.87,17581606468359.22
FRA,GBR,177198,44281,89.96,97.48,FRA,16634454122403.02,2999930928452.26
GBR,FRA,43043,69270,79.96,63.97,GBR,5098145520498.39,2556750436014.94
IND,GBR,145150,99345,67.75,58.81,IND,14666781285895.68,5112276876581.46
CHN,RUS,63906,187176,60.1,68.83,CHN,4528542830384.53,12111930573441.12
IND,GER,21137,31735,90.8,63.24,IND,1281330039697.36,1110068969022.34
CAN,JPN,39350,119899,78.01,80.67,CAN,1881481858330.0,9382227197301.52
CAN,USA,14698,103173,99.37,87.22,USA,2077609914343.35,13058809573225.55
RUS,BRA,140119,148077,68.67,70.1,RUS,13285514463819.71,9193650731566.57
CAN,FRA,174204,67564,84.29,54.49,FRA,11972493854251.13,5154442731718.42
USA,IND,20165,61496,81.14,51.32,IND,2342333924159.34,4255788006545.31
BRA,USA,141866,39898,81.88,60.9,BRA,7324105312853.12,2275725352658.23
GBR,IND,154718,126659,86.85,86.62,GBR,10675661254213.13,13237562585015.88
IND,CAN,146942,112742,56.96,61.08,IND,9575356560802.82,4882589716619.26
BRA,CHN,108893,121184,77.48,95.55,CHN,5658622446185.99,7353936098090.94
GER,RUS,40736,162780,75.46,82.58,RUS,4577076927970.43,6749826053447.53
CHN,RUS,68084,55024,67.13,93.1,CHN,3302307974970.32,2937133256541.55
USA,RUS,26211,155484,71.81,69.29,RUS,1402802761211.33,12156128954604.66
IND,JPN,96665,195893,75.94,99.18,JPN,7154316379199.5,26915934228040.45
BRA,RUS,148449,39378,66.05,83.97,BRA,12535023341990.22,4886867903510.43
CHN,BRA,149933,122591,64.66,67.85,CHN,6015263945757.27,8171740458591.56
RUS,JPN,158893,129849,86.91,60.63,JPN,16122371734368.04,5042185460991.82
USA,IND,88488,103638,53.35,93.33,USA,2829316260814.07,4837500904723.44
USA,RUS,168025,88580,65.65,65.9,USA,6560090438709.74,8668569088743.43
RUS,JPN,137870,172381,82.69,52.22,JPN,6171831174847.38,11862358017162.7
GBR,RUS,46801,143507,60.44,63.93,RUS,2954797024790.41,9391993067166.89
RUS,BRA,28277,119470,78.61,58.97,BRA,2080619644921.9,5253074479993.7
USA,CHN,93762,144458,65.11,65.99,USA,4928644586738.28,9701157275469.08
USA,GER,163700,55503,92.17,80.66,USA,15496461282670.39,5992747949052.0
BRA,CAN,92246,118312,67.5,75.02,CAN,6238067310871.2,9372891760193.26
CAN,RUS,139350,126465,61.48,85.54,RUS,8342907421850.84,16178628041424.62
CHN,BRA,37802,82939,76.51,66.69,BRA,1944762827002.35,3356003044912.13
RUS,GER,132794,184536,56.78,55.99,RUS,10533628992467.46,15317844958414.72
CHN,JPN,194774,78475,89.87,58.01,JPN,19606207498721.94,4937957853769.36
RUS,IND,169749,92758,84.0,89.86,RUS,8944646260066.36,8902007377765.65
GER,RUS,148572,168349,88.53,54.9,GER,9936148434078.99,7940490614873.1
USA,GBR,14015,130413,69.94,89.91,GBR,1239627311508.89,6342083389383.64
CAN,RUS,140305,96679,91.75,60.63,RUS,16431254815355.54,7388458421532.06
BRA,CAN,68812,64012,74.68,83.92,CAN,6298710704213.78,4167878518545.34
CAN,IND,17826,144210,54.73,81.15,IND,1259114709622.29,9948300800758.35
CAN,FRA,19201,190399,61.2,54.91,FRA,1290529851369.74,10807786425983.6
CAN,BRA,39048,12752,85.55,83.29,CAN,2635014714779.13,591579885785.72
CHN,JPN,131471,35765,94.82,72.38,CHN,10691824589757.45,1322184025965.54
RUS,FRA,29941,121193,54.76,85.36,FRA,1655350350376.28,6257983193601.59
JPN,GBR,90641,10837,93.21,91.77,JPN,6302934828163.11,1228618688747.69
GER,FRA,68418,104010,89.95,51.97,GER,8328885369721.83,3733011712479.97
IND,BRA,51541,137977,67.83,82.4,BRA,4359262150264.91,11531338161262.58
CAN,GER,191011,66997,84.46,55.25,CAN,23877711997200.46,2538827885657.84
GBR,IND,80422,176573,59.35,68.94,IND,4368385826673.91,9553119762220.42
CHN,GER,128069,185842,90.67,50.63,GER,15917292294089.24,5061769403620.6
BRA,GER,165022,99608,82.87,66.43,BRA,17491877575163.38,5733537539767.99
IND,FRA,130965,113510,71.94,58.47,IND,12549273288410.19,4223327086101.11
JPN,GBR,161714,131907,93.23,77.81,JPN,17912440526818.88,10860685859924.44
GBR,CHN,51607,70594,56.96,75.61,CHN,2495843149453.6,7132482959615.16
JPN,GER,172360,95269,92.29,89.66,GER,11833569313371.7,11774276973266.36
IND,GER,122117,111614,51.19,82.0,GER,4828262146441.43,13118360009163.86
CAN,USA,92865,47448,87.66,85.73,CAN,8685846754994.51,2537870013005.98
GBR,IND,24450,179031,78.67,54.62,IND,2653678812728.06,9940286453679.51
JPN,RUS,15618,190597,84.84,51.39,RUS,1257506146760.63,6021235572029.76
BRA,RUS,175335,112979,70.62,98.48,RUS,13605589083283.16,8972537967778.15
RUS,BRA,77583,88340,93.22,71.35,BRA,8923399693085.12,4609690411513.23
USA,GBR,84900,91746,65.66,69.75,USA,7554679951450.19,3279276292925.75
RUS,JPN,38794,175101,63.75,51.75,JPN,2840238326476.17,12974643500091.24
IND,CAN,23091,149384,65.09,55.95,CAN,1697275332202.42,10711668893278.78
CHN,IND,25161,179372,88.72,97.02,IND,3320660975012.74,17733831164872.3
USA,FRA,145230,64994,74.76,84.74,USA,14793193647497.39,4653342769869.53
GER,IND,133612,95765,76.85,70.46,GER,12665537831620.04,6151136288471.28
BRA,FRA,37663,12884,91.58,95.22,BRA,4594244012740.59,865175993950.28
GER,IND,147805,119113,91.67,79.49,IND,20322122570610.67,13902162883351.93
GBR,JPN,109961,30522,58.09,87.32,GBR,6423825663361.23,2093525702334.0
USA,IND,173073,15623,77.49,71.58,USA,16167580661245.74,642688537214.48
GER,GBR,180200,21460,56.3,71.58,GER,13325113142820.24,1635031301184.93
GER,USA,190702,20234,93.43,53.42,GER,16822277547786.74,1349753285095.01
JPN,FRA,150401,56905,91.85,86.7,FRA,20099045917922.88,7259214872134.35
RUS,FRA,63105,170492,92.47,54.96,RUS,5147876333816.2,10507967983477.39
JPN,BRA,73436,176885,85.24,88.21,JPN,4651552565828.49,10679221865733.64
USA,CAN,138379,141454,73.34,59.54,USA,11946596915888.76,7505337025152.0
USA,JPN,140705,125492,70.24,62.37,USA,5739278013142.33,6391743857302.91
IND,JPN,102635,48353,69.76,95.89,JPN,4486725131156.14,2408952973353.77
JPN,RUS,79579,150441,53.31,73.58,JPN,6238382788203.24,9875686563626.59
FRA,IND,24242,44985,97.44,56.26,IND,1846435318822.66,3289275356247.68
RUS,GBR,108901,52255,72.51,95.25,GBR,4210171121940.92,4506227963074.28
USA,FRA,135056,199333,96.51,72.62,USA,12703191628893.4,19567736518817.85
IND,CAN,168205,99197,93.96,56.53,IND,21610911041311.65,6969534122703.12
JPN,CAN,165812,71590,91.43,69.54,JPN,12633298849138.73,6070490175409.64
RUS,USA,110628,186558,79.42,79.47,USA,8076784997378.9,13061626053805.44
JPN,BRA,40976,131282,55.08,68.12,BRA,1482420661666.94,4948411333678.61
GER,USA,181139,57883,66.2,96.22,GER,10145160492756.35,7699201067234.62
IND,CHN,21231,196390,80.18,63.48,IND,2494553592128.36,14191784384050.27
RUS,BRA,144400,61566,50.67,58.79,RUS,10077265799919.74,2137409727518.95
CAN,BRA,35261,10650,52.13,61.05,CAN,2279106585486.02,378106533991.18
GBR,USA,35262,182009,83.88,54.19,USA,3804489715186.86,10989658415716.57
GBR,RUS,144352,31299,94.41,72.61,GBR,15936213571880.86,2095972879798.52
RUS,BRA,172814,36862,92.76,93.92,RUS,9905720548409.11,2391234185433.25
JPN,CAN,13590,26312,58.41,65.27,JPN,490100503466.66,1269829718133.33
IND,JPN,126726,20943,95.56,62.92,IND,12560486974392.35,1167103176834.83
GBR,JPN,191298,78734,84.82,91.87,JPN,17773648254717.98,9043057632432.74
IND,CAN,97542,158397,85.82,65.3,CAN,12320170563563.38,7208966859342.94
GBR,RUS,23570,135560,65.2,73.84,RUS,1461779079951.55,12035384134845.07
GER,JPN,19533,62879,85.8,51.56,JPN,2375590839592.85,2201555245690.65
JPN,USA,135890,129652,85.49,64.35,USA,17313297679379.38,10544040019907.86
GER,JPN,154438,144078,79.73,56.53,JPN,16555983474038.08,11404282399597.11
GBR,BRA,123819,71876,67.86,55.29,BRA,7554047391402.31,3746813786722.27
CAN,BRA,86368,193128,90.55,71.57,CAN,9802743467526.16,15775772035628.56
CAN,USA,169397,18505,96.88,63.87,CAN,17156536768544.66,905715367920.68
GER,FRA,44798,30498,93.49,58.32,GER,2926899129959.44,2539362173214.01
CAN,GER,180525,117679,62.15,75.57,GER,7064900456861.45,8234272365615.0
GBR,FRA,32849,157577,72.28,89.2,FRA,1353631541197.36,14009799418130.32
RUS,FRA,197015,147675,67.12,86.74,FRA,10928576986378.33,9754231428480.69
GER,BRA,147229,34744,85.37,62.54,GER,14942159776117.59,1507968347264.93
CHN,IND,121972,154532,91.57,63.16,IND,15792105453603.46,7099497115012.39
JPN,FRA,171250,63273,60.79,86.6,FRA,8540963545025.12,5346700262778.46
CAN,GER,39030,89095,97.36,77.86,CAN,3917993063400.53,4422965812227.47
CAN,USA,136026,38544,83.87,87.12,USA,11052222349571.0,2981487086688.14
USA,RUS,192206,16864,60.92,50.07,USA,7128403368260.62,744747040630.47
FRA,IND,130398,99314,68.55,54.36,FRA,11266136696309.1,5037524136160.56
GER,JPN,75729,89770,55.23,90.1,JPN,4263561648468.01,7457264802678.8
BRA,FRA,18164,38593,79.85,92.56,FRA,2055746325106.16,2766237237071.43
CAN,USA,11119,185729,58.46,67.17,USA,868058047586.61,10814073263234.24
JPN,GBR,23351,11729,84.65,97.92,JPN,1538465146858.66,1610567005414.29
CHN,BRA,197135,54515,86.86,65.08,CHN,13914974967786.94,1906819566875.77
CAN,FRA,82076,195353,73.97,94.51,FRA,6295432648675.7,10852650813979.89
CHN,CAN,55162,44936,54.69,71.09,CHN,1885975504476.05,4564153165192.93
GBR,JPN,41760,22413,80.54,78.09,GBR,2526391695309.51,1349436146676.79
GBR,IND,190750,57652,68.61,82.16,GBR,17289682528412.28,3809297632669.15
FRA,GBR,99074,39764,97.48,56.66,FRA,6306694062001.88,1901588802842.68
RUS,BRA,129567,73784,75.66,51.86,RUS,10256386231739.66,2308592544078.2
BRA,JPN,188700,186813,53.61,71.34,BRA,9044098018217.72,16912031047817.05
USA,FRA,181811,88796,81.8,58.02,USA,10424654938151.33,3416477899554.06
FRA,CAN,39738,86844,88.97,77.45,CAN,5196234803951.87,8082737141276.2
IND,GBR,56921,137610,58.03,72.68,IND,4376682699560.78,7326381120624.13
USA,GBR,132448,134887,72.45,56.1,USA,7357277457253.15,8945986574970.91
GER,JPN,71068,84432,87.16,83.29,GER,7961394071342.1,10350620024278.68
JPN,USA,33581,114944,51.02,51.02,USA,867726454083.55,5921863666313.98
IND,JPN,105672,160355,51.45,56.32,JPN,4227364545334.78,7395649023886.95
IND,FRA,31485,35282,83.85,85.01,FRA,1605041232173.69,2633274890749.71
FRA,USA,46294,83210,86.26,76.39,USA,3689997891287.56,5618788783748.08
RUS,GBR,63001,62984,92.29,64.1,GBR,6616486656223.52,2524506559697.77
FRA,CHN,142706,159464,69.98,59.01,CHN,6704089727406.82,12410308272124.81
GER,IND,53969,107496,69.49,82.11,IND,2771706080216.91,7760930318502.71
CAN,BRA,10093,14721,77.62,60.28,CAN,699346532869.77,1080734005790.79
CAN,GBR,38370,39197,87.87,99.23,GBR,3812333831480.38,2996422791353.21
RUS,USA,29750,167245,82.05,93.47,USA,1978963479045.53,13386988926362.35
GER,BRA,26472,11066,66.37,56.61,GER,1935169914778.24,868788796518.97
RUS,USA,28934,118442,67.33,92.96,RUS,1654381651357.27,10183819881714.32
CHN,CAN,184846,69418,88.15,67.25,CHN,12348756502380.78,3983097084823.12
CAN,RUS,49125,77454,76.73,74.5,CAN,5107827796799.41,4695023075452.77
IND,RUS,49103,86262,54.9,57.14,IND,2380232341702.25,6865941507619.9
BRA,FRA,98705,155354,57.65,55.93,FRA,8071001045225.2,8018313680112.69
JPN,FRA,66543,165887,92.56,93.27,FRA,4961685751954.89,21308497225647.12
GER,FRA,158010,163666,99.94,81.5,FRA,16468564262028.26,10674235824508.83
USA,CHN,87492,197583,66.78,73.02,CHN,3234705776108.24,21329132253532.33
RUS,FRA,192658,76678,69.34,51.81,RUS,15766038869445.2,3983671260047.5
JPN,FRA,68024,127911,57.72,96.1,FRA,5086861003681.96,8169526705730.45
USA,JPN,180759,95768,61.79,68.8,USA,16433208419048.44,6088940378245.88
JPN,USA,36207,76951,71.23,70.83,USA,3447225924742.5,6441376576102.16
BRA,GBR,59354,16374,64.22,64.49,BRA,3097068011384.68,1465503305698.36
USA,IND,178382,36974,85.07,94.56,USA,16034134755611.63,2192559859546.08
FRA,CHN,58960,41914,76.89,67.23,FRA,4950097749477.37,2982533280844.18
GBR,JPN,71262,60014,91.11,58.71,JPN,3615225112550.47,3638605568662.87
FRA,BRA,107155,19347,86.23,75.03,FRA,5291105836344.2,1202430083254.12
CAN,GER,154475,100468,56.41,89.07,GER,7195391159866.58,8131022006848.62
GBR,FRA,154137,99129,56.17,68.57,GBR,10773962105186.07,5468895069781.43
FRA,CAN,167873,191253,94.78,82.6,CAN,12498949098045.48,12676232353740.32
GBR,FRA,118182,159832,90.98,65.21,FRA,14774146335246.56,10770693054649.89
GBR,CHN,109132,102103,73.4,85.99,GBR,9171188778851.66,4917050913262.08
IND,RUS,170302,87599,56.52,83.44,RUS,9318487106328.74,7172405015948.82
RUS,GBR,82706,140774,94.93,84.04,RUS,8169616296866.55,9751769022874.0
RUS,FRA,39968,144212,61.54,82.3,FRA,2044843115866.44,11445218216726.4
IND,RUS,52517,84266,51.78,57.82,RUS,4007811036627.29,7185961144943.06
JPN,GER,194311,134737,96.21,94.4,GER,12637027889255.22,15787723023240.8
CHN,FRA,173727,24057,90.45,79.29,CHN,21375980447622.93,2596919509048.01
JPN,GBR,139282,39114,84.67,69.12,JPN,13894609761644.89,2356076201318.37
USA,GER,55984,197287,51.7,58.62,GER,3506814015742.61,13944599985219.39
USA,BRA,152121,28580,76.42,89.18,USA,15529233780971.6,2454814689296.87
GBR,JPN,82321,19802,82.68,75.45,GBR,4330420715216.26,1639188016904.84
FRA,CAN,131854,97857,87.97,57.36,FRA,13862489114904.69,5265356926744.47
FRA,IND,145727,111467,73.55,96.07,IND,13680032962727.95,6764816456372.75
RUS,FRA,100638,112767,97.67,55.3,RUS,14592354249409.63,9026333172613.04
GER,GBR,78972,145747,62.24,76.21,GBR,6131930199097.69,13399732266452.95
JPN,BRA,31432,155130,53.49,80.53,BRA,2440680828750.45,13749303201640.7
CAN,JPN,75896,190073,66.64,99.95,JPN,6826387320833.88,20152440189669.66
BRA,GER,184008,178591,83.09,57.05,GER,21033162387452.52,12458605869976.92
FRA,GBR,115035,156517,86.86,80.68,GBR,14157440200352.46,13038476456634.19
BRA,RUS,23750,99450,86.92,73.84,BRA,2128791631796.67,5256949874356.67
GBR,USA,37987,116039,55.53,62.86,USA,2554717118079.2,3700179754617.1
BRA,CAN,112995,38695,94.25,97.11,CAN,6645340575909.75,3318355320579.09
CAN,GBR,36165,105970,64.04,89.54,CAN,1983591956789.4,10092383995409.43
IND,CAN,191613,192299,60.5,88.85,IND,15989691525454.0,14895057402856.9
CAN,IND,34346,40185,80.72,94.96,IND,4096884208937.01,3943061269697.22
BRA,GBR,13514,99692,60.59,86.25,GBR,500863364565.31,10016376587972.74
CAN,IND,34838,55908,75.4,75.34,CAN,2853099917330.01,5517045646286.87
CHN,RUS,37559,184703,70.35,69.58,CHN,3262217078469.97,10263397374218.69
GBR,USA,111223,189065,61.6,85.21,USA,6961697445068.26,18255080716483.92
JPN,BRA,69207,126710,64.6,80.14,BRA,3277057569838.72,14132952855535.94
IND,GBR,26385,12078,71.37,77.14,IND,1020114880718.58,607898124666.83
FRA,GBR,159389,105886,67.31,79.45,GBR,15571892345312.59,10015567999201.35
USA,GER,141465,164850,69.08,82.77,GER,7200466816719.13,19299125900086.34
JPN,BRA,34881,164469,86.77,98.44,BRA,2418640239750.02,18963452681544.08
USA,JPN,121761,153409,58.42,87.66,JPN,8128808702067.28,7968835294761.66
GBR,BRA,169027,16011,81.38,58.82,GBR,12773826445276.87,737551083185.52
IND,GBR,68308,127124,83.91,73.34,IND,5292932957385.58,6428076683707.04
RUS,GER,120515,180927,90.1,83.91,GER,6326445331882.6,21442393282144.08
FRA,IND,199086,85532,92.37,58.78,FRA,27433901662606.94,7501716936734.14
CHN,BRA,82031,56845,57.93,96.64,BRA,3727739463224.98,5124309214539.6
RUS,USA,115257,161118,56.91,53.85,USA,4001494877151.82,12113964242744.42
GBR,FRA,96973,97030,80.74,80.55,GBR,9251058255481.91,4963521034506.43
